id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,evenness,celaantal,gini_thas,gini_wittebolle,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,count,pathogen,dilution,CFU
158,1875,18750,937.5,937500,93750,937500,18750,18750,187500,18750,0.538311429,2234062.5,0.652996605,0.718296265,187.5,187.5,93.75,93.75,93.75,93.75,187.5,187.5,187.5,187.5,10000,100000,10000,10000000,1000000,10000000,100000,100000,1000000,100000,12,LMG3203,0.00001,120000000
159,15789.47368,1578.947368,1578.947368,15789.47368,1578947.368,157894.7368,15789.47368,157894.7368,7894.736842,15789.47368,0.334443158,1968947.368,0.740613837,0.814675221,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,78.94736842,157.8947368,100000,10000,10000,100000,10000000,1000000,100000,1000000,100000,100000,4,LMG3203,0.00001,40000000
160,10000,20000,200000,10000,1000000,10000,2000,200000,10000,2000,0.441745504,1464000,0.704669647,0.775136612,100,200,200,100,100,100,200,200,100,200,100000,100000,1000000,100000,10000000,100000,10000,1000000,100000,10000,20,LMG3203,0.00001,200000000
161,1071.428571,1071.428571,214285.7143,2142.857143,10714.28571,1071.428571,107142.8571,2142.857143,1071428.571,2142.857143,0.336308344,1413214.286,0.751464608,0.826611069,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,10000,10000,1000000,10000,100000,10000,1000000,10000,10000000,10000,10,LMG3203,0.00001,100000000
162,1250000,1250,1250,1250,12500,12500,25000,125000,125000,25000,0.352360437,1578750,0.735550277,0.809105305,125,125,125,125,125,125,250,125,125,250,10000000,10000,10000,10000,100000,100000,100000,1000000,1000000,100000,8,LMG3203,0.00001,80000000
163,20000,100000,2000,1000,100000,2000,1000,2000,2000,100000,0.614184122,330000,0.586225895,0.644848485,200,100,200,100,100,200,100,200,200,100,100000,1000000,10000,10000,1000000,10000,10000,10000,10000,1000000,0,LMG3203,0.00001,0
164,230769.2308,230769.2308,115384.6154,11538.46154,11538.46154,1153.846154,230769.2308,11538.46154,115384.6154,115384.6154,0.809317031,1074230.769,0.423884386,0.466272825,230.7692308,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,1000000,1000000,1000000,100000,100000,10000,1000000,100000,1000000,1000000,0,LMG3203,0.00001,0
165,1875,187500,1875,18750,9375,187500,937500,18750,9375,93750,0.512870177,1466250,0.673564287,0.740920716,187.5,187.5,187.5,187.5,93.75,187.5,93.75,187.5,93.75,93.75,10000,1000000,10000,100000,100000,1000000,10000000,100000,100000,1000000,12,LMG3203,0.00001,120000000
166,882352.9412,88235.29412,17647.05882,88235.29412,1764.705882,176470.5882,176470.5882,176470.5882,176470.5882,1764.705882,0.70341964,1785882.353,0.524074739,0.576482213,88.23529412,88.23529412,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,10000000,1000000,100000,1000000,10000,1000000,1000000,1000000,1000000,10000,0,LMG3203,0.00001,0
167,187500,1875,187500,18750,937.5,93750,937.5,1875,937.5,18750,0.592361516,512812.5,0.623400366,0.685740402,187.5,187.5,187.5,187.5,93.75,93.75,93.75,187.5,93.75,187.5,1000000,10000,1000000,100000,10000,1000000,10000,10000,10000,100000,4,LMG3203,0.00001,40000000
168,10000,20000,2000,200000,200000,100000,100000,1000,100000,2000,0.747053709,735000,0.496846011,0.546530612,100,200,200,200,200,100,100,100,100,200,100000,100000,10000,1000000,1000000,1000000,1000000,10000,1000000,10000,0,LMG3203,0.00001,0
169,107142.8571,2142.857143,1071428.571,214285.7143,107142.8571,21428.57143,2142.857143,1071.428571,10714.28571,1071428.571,0.553878547,2608928.571,0.646518574,0.711170431,107.1428571,214.2857143,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,1000000,10000,10000000,1000000,1000000,100000,10000,10000,100000,10000000,3,LMG3203,0.00001,30000000
170,214285.7143,107142.8571,2142.857143,2142.857143,107142.8571,10714.28571,107142.8571,2142.857143,1071.428571,1071428.571,0.496732332,1625357.143,0.67423743,0.741661173,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,1000000,1000000,10000,10000,1000000,100000,1000000,10000,10000,10000000,4,LMG3203,0.00001,40000000
171,1153846.154,1153.846154,230769.2308,11538.46154,115384.6154,11538.46154,23076.92308,115384.6154,1153.846154,230769.2308,0.556157198,1894615.385,0.646882959,0.711571255,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,230.7692308,10000000,10000,1000000,100000,1000000,100000,100000,1000000,10000,1000000,7,LMG3203,0.00001,70000000
172,1071428.571,10714.28571,107142.8571,21428.57143,10714.28571,107142.8571,1071428.571,21428.57143,21428.57143,2142.857143,0.510522538,2445000,0.661381563,0.72751972,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,10000000,100000,1000000,100000,100000,1000000,10000000,100000,100000,10000,5,LMG3203,0.00001,50000000
173,115384.6154,230769.2308,11538.46154,115384.6154,23076.92308,11538.46154,230769.2308,11538.46154,1153846.154,1153.846154,0.566970212,1905000,0.639887671,0.703876439,115.3846154,230.7692308,115.3846154,115.3846154,230.7692308,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,1000000,1000000,100000,1000000,100000,100000,1000000,100000,10000000,10000,12,LMG3203,0.00001,120000000
174,1071428.571,21428.57143,107142.8571,2142.857143,214285.7143,10714.28571,2142.857143,1071.428571,1071.428571,1071428.571,0.501422017,2502857.143,0.672400374,0.739640411,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,10000000,100000,1000000,10000,1000000,100000,10000,10000,10000,10000000,6,LMG3203,0.00001,60000000
175,12500,125000,12500,250000,125000,2500,125000,125000,1250000,12500,0.58354855,2040000,0.614527629,0.675980392,125,125,125,250,125,250,125,125,125,125,100000,1000000,100000,1000000,1000000,10000,1000000,1000000,10000000,100000,2,LMG3203,0.00001,20000000
176,20000,20000,1000,1000,200000,2000,1000000,1000,1000000,2000,0.452870843,2247000,0.689849092,0.758834001,200,200,100,100,200,200,100,100,100,200,100000,100000,10000,10000,1000000,10000,10000000,10000,10000000,10000,12,LMG3203,0.00001,120000000
177,1000000,1000,2000,1000,20000,20000,20000,2000,100000,1000,0.257074352,1167000,0.767391135,0.844130249,100,100,200,100,200,200,200,200,100,100,10000000,10000,10000,10000,100000,100000,100000,10000,1000000,10000,13,LMG3203,0.00001,130000000
178,214285.7143,10714.28571,1071.428571,2142857.143,21428.57143,107142.8571,2142.857143,10714.28571,1071.428571,10714.28571,0.26267789,2522142.857,0.768672279,0.845539507,214.2857143,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,1000000,100000,10000,10000000,100000,1000000,10000,100000,10000,100000,5,LMG3203,0.00001,50000000
179,12500,1250,2500,125000,125000,1250,12500,125000,12500,2500,0.647755587,420000,0.567640693,0.624404762,125,125,250,125,125,125,125,125,125,250,100000,10000,10000,1000000,1000000,10000,100000,1000000,100000,10000,10,LMG3203,0.00001,100000000
180,10000,1000000,20000,20000,100000,200000,2000,20000,10000,1000000,0.539464906,2382000,0.652698267,0.717968094,100,100,200,200,100,200,200,200,100,100,100000,10000000,100000,100000,1000000,1000000,10000,100000,100000,10000000,10,LMG3203,0.00001,100000000
181,27272.72727,136363.6364,1363.636364,1363.636364,1363.636364,1363.636364,1363.636364,13636.36364,136363.6364,136363.6364,0.626475852,456818.1818,0.582089552,0.640298507,272.7272727,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,100000,1000000,10000,10000,10000,10000,10000,100000,1000000,1000000,13,LMG3203,0.00001,130000000
182,1000,10000,1000,200000,1000000,2000,2000,2000,20000,100000,0.362605008,1338000,0.743035739,0.817339312,100,100,100,200,100,200,200,200,200,100,10000,100000,10000,1000000,10000000,10000,10000,10000,100000,1000000,16,LMG3203,0.00001,160000000
183,1000,200000,200000,20000,20000,10000,20000,100000,100000,10000,0.750219362,681000,0.508743826,0.559618209,100,200,200,200,200,100,200,100,100,100,10000,1000000,1000000,100000,100000,100000,100000,1000000,1000000,100000,0,LMG3203,0.00001,0
184,187500,187500,93750,9375,1875,18750,1875,18750,9375,9375,0.661947924,538125,0.579347482,0.63728223,187.5,187.5,93.75,93.75,187.5,187.5,187.5,187.5,93.75,93.75,1000000,1000000,1000000,100000,10000,100000,10000,100000,100000,100000,15,LMG3203,0.00001,150000000
185,1071.428571,1071.428571,107142.8571,10714.28571,2142.857143,10714.28571,2142.857143,21428.57143,214285.7143,10714.28571,0.536195169,381428.5714,0.663432074,0.729775281,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,10000,10000,1000000,100000,10000,100000,10000,100000,1000000,100000,0,LMG3203,0.00001,0
186,2142.857143,214285.7143,1071428.571,2142.857143,10714.28571,107142.8571,107142.8571,21428.57143,1071.428571,10714.28571,0.455763543,1548214.286,0.701289714,0.771418685,214.2857143,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,10000,1000000,10000000,10000,100000,1000000,1000000,100000,10000,100000,4,LMG3203,0.00001,40000000
187,214285.7143,214285.7143,10714.28571,2142.857143,21428.57143,1071.428571,107142.8571,1071.428571,107142.8571,1071.428571,0.665711271,680357.1429,0.570221904,0.627244094,214.2857143,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,107.1428571,107.1428571,1000000,1000000,100000,10000,100000,10000,1000000,10000,1000000,10000,0,LMG3203,0.00001,0
188,214285.7143,214285.7143,1071428.571,107142.8571,10714.28571,214285.7143,214285.7143,10714.28571,1071.428571,1071.428571,0.650650367,2059285.714,0.567779775,0.624557752,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,1000000,1000000,10000000,1000000,100000,1000000,1000000,100000,10000,10000,12,LMG3203,0.00001,120000000
189,2142.857143,1071428.571,1071.428571,1071.428571,214285.7143,1071.428571,2142.857143,214285.7143,1071.428571,1071.428571,0.365649021,1509642.857,0.73443448,0.807877928,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,10000,10000000,10000,10000,1000000,10000,10000,1000000,10000,10000,5,LMG3203,0.00001,50000000
190,1764.705882,176470.5882,88235.29412,8823.529412,17647.05882,17647.05882,176470.5882,17647.05882,176470.5882,882352.9412,0.613428809,1563529.412,0.607018264,0.66772009,176.4705882,176.4705882,88.23529412,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,10000,1000000,1000000,100000,100000,100000,1000000,100000,1000000,10000000,2,LMG3203,0.00001,20000000
191,1071.428571,1071428.571,21428.57143,1071.428571,10714.28571,214285.7143,10714.28571,21428.57143,1071.428571,2142.857143,0.309324313,1355357.143,0.756952928,0.832648221,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,107.1428571,214.2857143,10000,10000000,100000,10000,100000,1000000,100000,100000,10000,10000,0,LMG3203,0.00001,0
192,107142.8571,107142.8571,2142.857143,2142857.143,1071.428571,107142.8571,1071.428571,107142.8571,21428.57143,21428.57143,0.337895289,2618571.429,0.72511531,0.797626841,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,1000000,1000000,10000,10000000,10000,1000000,10000,1000000,100000,100000,2,LMG3203,0.00001,20000000
193,20000,100000,100000,200000,10000,2000,200000,100000,2000,100000,0.813687971,834000,0.420536298,0.462589928,200,100,100,200,100,200,200,100,200,100,100000,1000000,1000000,1000000,100000,10000,1000000,1000000,10000,1000000,1,LMG3203,0.00001,10000000
194,1000,2000,20000,2000000,1000,20000,2000,1000,1000,100000,0.140551358,2148000,0.797189775,0.876908752,100,200,200,200,100,200,200,100,100,100,10000,10000,100000,10000000,10000,100000,10000,10000,10000,1000000,0,LMG3203,0.00001,0
1,1875000,1875,937.5,1875,1875,937.5,1875,937.5,937.5,1875,0.024481367,1888125,0.812765189,0.894041708,187.5,187.5,93.75,187.5,187.5,93.75,187.5,93.75,93.75,187.5,10000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,11,LMG3203,0.00001,110000000
2,789.4736842,1578.947368,1578947.368,1578.947368,1578.947368,1578.947368,1578.947368,1578.947368,1578.947368,1578.947368,0.029110226,1592368.421,0.810880245,0.89196827,78.94736842,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,10000,10000,10000000,10000,10000,10000,10000,10000,10000,10000,9,LMG3203,0.00001,90000000
3,1250,1250,12500,2500,1250,1250,1250,1250,1250,2500000,0.02991985,2523750,0.813138818,0.894452699,125,125,125,250,125,125,125,125,125,250,10000,10000,100000,10000,10000,10000,10000,10000,10000,10000000,1,LMG3203,0.00001,10000000
4,1250,1250,1250,1250,2500,12500,1250,1250,1250,2500000,0.02991985,2523750,0.813138818,0.894452699,125,125,125,125,250,125,125,125,125,250,10000,10000,10000,10000,10000,100000,10000,10000,10000,10000000,7,LMG3203,0.00001,70000000
5,1153.846154,11538.46154,1153.846154,2307692.308,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,2307.692308,0.031458245,2330769.231,0.812871287,0.894158416,115.3846154,115.3846154,115.3846154,230.7692308,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,230.7692308,10000,100000,10000,10000000,10000,10000,10000,10000,10000,10000,9,LMG3203,0.00001,90000000
6,1153.846154,11538.46154,2307.692308,2307692.308,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,1153.846154,0.031458245,2330769.231,0.812871287,0.894158416,115.3846154,115.3846154,230.7692308,230.7692308,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,10000,100000,10000,10000000,10000,10000,10000,10000,10000,10000,8,LMG3203,0.00001,80000000
7,11538.46154,2307692.308,1153.846154,1153.846154,2307.692308,1153.846154,1153.846154,1153.846154,2307.692308,1153.846154,0.031458245,2330769.231,0.812871287,0.894158416,115.3846154,230.7692308,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,230.7692308,115.3846154,100000,10000000,10000,10000,10000,10000,10000,10000,10000,10000,5,LMG3203,0.00001,50000000
8,1071.428571,10714.28571,1071.428571,1071.428571,2142857.143,2142.857143,2142.857143,1071.428571,1071.428571,2142.857143,0.032995224,2165357.143,0.812514057,0.893765463,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,214.2857143,10000,100000,10000,10000,10000000,10000,10000,10000,10000,10000,5,LMG3203,0.00001,50000000
9,10714.28571,1071.428571,2142857.143,2142.857143,2142.857143,2142.857143,1071.428571,1071.428571,1071.428571,1071.428571,0.032995224,2165357.143,0.812514057,0.893765463,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,107.1428571,100000,10000,10000000,10000,10000,10000,10000,10000,10000,10000,5,LMG3203,0.00001,50000000
10,1071.428571,2142.857143,2142.857143,1071.428571,1071.428571,1071.428571,10714.28571,1071.428571,2142.857143,2142857.143,0.032995224,2165357.143,0.812514057,0.893765463,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,10000,10000,10000,10000,10000,10000,100000,10000,10000,10000000,10,LMG3203,0.00001,100000000
11,1071.428571,1071.428571,1071.428571,2142.857143,2142.857143,2142.857143,2142857.143,1071.428571,1071.428571,10714.28571,0.032995224,2165357.143,0.812514057,0.893765463,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,10000,10000,10000,10000,10000,10000,10000000,10000,10000,100000,9,LMG3203,0.00001,90000000
12,1071.428571,1071.428571,1071.428571,2142.857143,2142.857143,2142.857143,1071.428571,1071.428571,2142857.143,10714.28571,0.032995224,2165357.143,0.812514057,0.893765463,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,10000,10000,10000,10000,10000,10000,10000,10000,10000000,100000,6,LMG3203,0.00001,60000000
13,10000,1000,1000,2000,1000,2000,2000,2000,2000000,1000,0.03453079,2022000,0.81206726,0.893273986,100,100,100,200,100,200,200,200,200,100,100000,10000,10000,10000,10000,10000,10000,10000,10000000,10000,11,LMG3203,0.00001,110000000
14,2000,2000,2000,2000,1000,1000,1000,1000,2000000,10000,0.03453079,2022000,0.81206726,0.893273986,200,200,200,200,100,100,100,100,200,100,10000,10000,10000,10000,10000,10000,10000,10000,10000000,100000,3,LMG3203,0.00001,30000000
15,2000,2000000,1000,1000,2000,10000,1000,2000,2000,1000,0.03453079,2022000,0.81206726,0.893273986,200,200,100,100,200,100,100,200,200,100,10000,10000000,10000,10000,10000,100000,10000,10000,10000,10000,4,LMG3203,0.00001,40000000
16,2000,2000,1000,1000,2000,10000,2000,2000000,1000,1000,0.03453079,2022000,0.81206726,0.893273986,200,200,100,100,200,100,200,200,100,100,10000,10000,10000,10000,10000,100000,10000,10000000,10000,10000,8,LMG3203,0.00001,80000000
17,1153.846154,2307.692308,2307.692308,1153.846154,1153846.154,1153.846154,1153.846154,1153.846154,1153.846154,2307.692308,0.038968872,1167692.308,0.809019044,0.889920949,115.3846154,230.7692308,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,10000,10000,10000,10000,10000000,10000,10000,10000,10000,10000,0,LMG3203,0.00001,0
18,1363.636364,1363.636364,1363.636364,1363636.364,1363.636364,1363.636364,1363.636364,1363.636364,2727.272727,13636.36364,0.053707001,1389545.455,0.808189847,0.889008832,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,272.7272727,136.3636364,10000,10000,10000,10000000,10000,10000,10000,10000,10000,100000,0,LMG3203,0.00001,0
19,1153.846154,2307.692308,1153.846154,1153846.154,2307.692308,1153.846154,1153.846154,11538.46154,1153.846154,2307.692308,0.059166604,1178076.923,0.806962871,0.887659158,115.3846154,230.7692308,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,10000,10000,10000,10000000,10000,10000,10000,100000,10000,10000,0,LMG3203,0.00001,0
